Data de Cadastro,ID,SubProduto,Produto Vinculado,Categoria,Fornecedor,Tamanho,UN,Fator,NCM,CST,CFOP,Status
15/06/2025 16:06:54,479,D6 - Wyda - (Bolo Inglês / Batata Recheada),D6 - Wyda - (Bolo Inglês / Batata Recheada),Embalagens,Plastripel,,CX,1,,,,
15/06/2025 16:06:54,480,D6 - Wyda - (Bolo Inglês / Batata Recheada),D6 - Wyda - (Bolo Inglês / Batata Recheada),Embalagens,União,,CX,1,,,,
15/06/2025 16:06:54,481,Desinfetante *Floral*,Desinfetante *Floral*,Limpeza,MartMinas,4x5L,UN,5,,,,
15/06/2025 16:06:54,482,Desinfetante *Floral*,Desinfetante *Floral*,Limpeza,MegaMix,4x5L,UN,5,,,,
15/06/2025 16:06:54,483,Desinfetante *Floral*,Desinfetante *Floral*,Limpeza,Plastripel,5L,,5,,,,
15/06/2025 16:06:54,484,Detergente Clorado,Detergente Clorado,Limpeza,MegaMix,4x5L,UN,5,,,,
15/06/2025 16:06:54,485,Detergente Neutro,Detergente Neutro,Limpeza,MartMinas,4x5L,UN,5,,,,
15/06/2025 16:06:54,486,Detergente Neutro,Detergente Neutro,Limpeza,MegaMix,4x5L,UN,5,,,,
15/06/2025 16:06:54,487,Detergente Neutro,Detergente Neutro,Limpeza,Plastripel,,UN,5,,,,
15/06/2025 16:06:54,488,Doce De Leite Tradicional *Itambe*,Doce De Leite Tradicional *Itambe*,Confeitaria,Cecotti,"2,5kg",UN,2.5,,,,
15/06/2025 16:06:54,489,Doce De Leite Tradicional *Itambe*,Doce De Leite Tradicional *Itambe*,Confeitaria,Riberfoods,"2,5kg",UN,"2,5",,,,
15/06/2025 16:06:54,490,Embalagem DPC-01,Embalagem DPC-01,Embalagens,Cecotti,,CX,400,,,,
15/06/2025 16:06:54,491,Embalagem DPC-01,Embalagem DPC-01,Embalagens,Plastripel,,CX,400,,,,
15/06/2025 16:06:54,492,Embalagem DPC-01,Embalagem DPC-01,Embalagens,Sorpan,1,CX,400,,,,
15/06/2025 16:06:54,493,Embalagem DPC-01,Embalagem DPC-01,Embalagens,Tomodachi,,CX,100,,,,
15/06/2025 16:06:54,494,Embalagem DPC-01,Embalagem DPC-01,Embalagens,União,,CX,1,,,,
15/06/2025 16:06:54,495,Embalagem G - 10 - Doces,Embalagem G - 10 - Doces,Embalagens,Plaspel,,PCT,100,,,,
15/06/2025 16:06:54,496,Embalagem G - 10 - Doces,Embalagem G - 10 - Doces,Embalagens,JB Embalagens,,PCT,100,,,,
15/06/2025 16:06:54,497,Embalagem G - 10 - Doces,Embalagem G - 10 - Doces,Embalagens,Plastripel,,CX,100,,,,
15/06/2025 16:06:54,498,Embalagem G - 10 - Doces,Embalagem G - 10 - Doces,Embalagens,Riberfoods,,,100,,,,
15/06/2025 16:06:54,499,Embalagem G - 10 - Doces,Embalagem G - 10 - Doces,Embalagens,Sorpan,1,UN,100,,,,
15/06/2025 16:06:54,500,Embalagem G - 10 - Doces,Embalagem G - 10 - Doces,Embalagens,União,,UN,100,,,,
15/06/2025 16:06:54,501,Embalagem G - 20 - Bolo Inglês,Embalagem G - 20 - Bolo Inglês,Embalagens,Cecotti,,CX,1,,,,
15/06/2025 16:06:54,502,Embalagem G - 20 - Bolo Inglês,Embalagem G - 20 - Bolo Inglês,Embalagens,Plaspel,,CX,100,,,,
15/06/2025 16:06:54,503,Embalagem G - 20 - Bolo Inglês,Embalagem G - 20 - Bolo Inglês,Embalagens,Plastripel,,CX,100,,,,
15/06/2025 16:06:54,504,Embalagem G - 20 - Bolo Inglês,Embalagem G - 20 - Bolo Inglês,Embalagens,Riberfoods,100,CX,100,,,,
15/06/2025 16:06:54,505,Embalagem G - 20 - Bolo Inglês,Embalagem G - 20 - Bolo Inglês,Embalagens,Sorpan,1,1,100,,,,
15/06/2025 16:06:54,507,Embalagem G - 32MM *Preta* - Bolo Tradicional,Embalagem G - 32MM *Preta* - Bolo Tradicional,Embalagens,F Martins,100un,Cx com 100un,100,,,,
15/06/2025 16:06:54,508,Embalagem G - 32MM *Preta* - Bolo Tradicional,Embalagem G - 32MM *Preta* - Bolo Tradicional,Embalagens,Plaspel,,CX,100,,,,
15/06/2025 16:06:54,509,Embalagem G - 32MM *Preta* - Bolo Tradicional,Embalagem G - 32MM *Preta* - Bolo Tradicional,Embalagens,Plastripel,,CX,100,,,,
15/06/2025 16:06:54,510,Embalagem G - 32MM *Preta* - Bolo Tradicional,Embalagem G - 32MM *Preta* - Bolo Tradicional,Embalagens,Riberfoods,100,CX,100,,,,
15/06/2025 16:06:54,511,Embalagem G - 32MM *Preta* - Bolo Tradicional,Embalagem G - 32MM *Preta* - Bolo Tradicional,Embalagens,Sorpan,1,UN,100,,,,
15/06/2025 16:06:54,512,Embalagem G - 32MM *Preta* - Bolo Tradicional,Embalagem G - 32MM *Preta* - Bolo Tradicional,Embalagens,União,,CX,100,,,,
15/06/2025 16:06:54,513,Embalagem G - 35MA *Preta* - Pudim,Embalagem G - 35MA *Preta* - Pudim,Embalagens,Plaspel,,CX,100,,,,
15/06/2025 16:06:54,514,Embalagem G - 35MA *Preta* - Pudim,Embalagem G - 35MA *Preta* - Pudim,Embalagens,Plastripel,,CX,100,,,,
15/06/2025 16:06:54,515,Embalagem G - 35MA *Preta* - Pudim,Embalagem G - 35MA *Preta* - Pudim,Embalagens,Riberfoods,,CX,100,,,,
15/06/2025 16:06:54,516,Embalagem G - 35MA *Preta* - Pudim,Embalagem G - 35MA *Preta* - Pudim,Embalagens,JB Embalagens,,CX,100,,,,
15/06/2025 16:06:54,517,Embalagem G - 35MA *Preta* - Pudim,Embalagem G - 35MA *Preta* - Pudim,Embalagens,Sorpan,1,UN,100,,,,
15/06/2025 16:06:54,518,Embalagem G - 35MA *Preta* - Pudim,Embalagem G - 35MA *Preta* - Pudim,Embalagens,União,,CX,10,,,,
15/06/2025 16:06:54,519,Embalagem G - 50 - Tampa Alta (CTA),Embalagem G - 50 - Tampa Alta (CTA),Embalagens,Cecotti,,CX,50,,,,
15/06/2025 16:06:54,520,Embalagem G - 50 - Tampa Alta (CTA),Embalagem G - 50 - Tampa Alta (CTA),Embalagens,F Martins,,UN,1,,,,
15/06/2025 16:06:54,521,Embalagem G - 50 - Tampa Alta (CTA),Embalagem G - 50 - Tampa Alta (CTA),Embalagens,Plaspel,,CX,50,,,,
15/06/2025 16:06:54,522,Embalagem G - 50 - Tampa Alta (CTA),Embalagem G - 50 - Tampa Alta (CTA),Embalagens,Plastripel,,CX,50,,,,
15/06/2025 16:06:54,523,Embalagem G - 50 - Tampa Alta (CTA),Embalagem G - 50 - Tampa Alta (CTA),Embalagens,Sorpan,1,UN,50,,,,
15/06/2025 16:06:54,524,Embalagem G - 50 - Tampa Alta (CTA),Embalagem G - 50 - Tampa Alta (CTA),Embalagens,União,,CX,1,,,,
15/06/2025 16:06:54,525,Embalagem G - 50MA *Preta*,Embalagem G - 50MA *Preta*,Embalagens,Cecotti,,CX,50,,,,
15/06/2025 16:06:54,526,Embalagem G - 50MA *Preta*,Embalagem G - 50MA *Preta*,Embalagens,F Martins,1X50,UN,1,,,,
15/06/2025 16:06:54,527,Embalagem G - 50MA *Preta*,Embalagem G - 50MA *Preta*,Embalagens,Plaspel,,CX,50,,,,
15/06/2025 16:06:54,528,Embalagem G - 50MA *Preta*,Embalagem G - 50MA *Preta*,Embalagens,Plastripel,,CX,50,,,,
15/06/2025 16:06:54,529,Embalagem G - 50MA *Preta*,Embalagem G - 50MA *Preta*,Embalagens,Sorpan,1,UN,50,,,,
15/06/2025 16:06:54,530,Embalagem G - 50MA *Preta*,Embalagem G - 50MA *Preta*,Embalagens,União,,CX,10,,,,
15/06/2025 16:06:54,531,Embalagem G - 56 MA *Preta*,Embalagem G - 56 MA *Preta*,Embalagens,Plaspel,,CX,150,,,,
15/06/2025 16:06:54,532,Embalagem G - 56 MA *Preta*,Embalagem G - 56 MA *Preta*,Embalagens,Plastripel,,CX,150,,,,
15/06/2025 16:06:54,533,Embalagem G - 56 MA *Preta*,Embalagem G - 56 MA *Preta*,Embalagens,Sorpan,,CX,150,,,,
15/06/2025 16:06:54,534,Embalagem G - 56 MA *Preta*,Embalagem G - 56 MA *Preta*,Embalagens,União,,CX,150,,,,
15/06/2025 16:06:54,535,Embalagem G - 60 - Somente a Base,Embalagem G - 60 - Somente a Base,Embalagens,Cecotti,,CX,1,,,,
15/06/2025 16:06:54,536,Embalagem G - 60 - Somente a Base,Embalagem G - 60 - Somente a Base,Embalagens,Plaspel,,CX,50,,,,
15/06/2025 16:06:54,537,Embalagem G - 60 - Somente a Base,Embalagem G - 60 - Somente a Base,Embalagens,Plastripel,,CX,1,,,,
15/06/2025 16:06:54,538,Embalagem G - 60 - Somente a Base,Embalagem G - 60 - Somente a Base,Embalagens,Riberfoods,100,CX,100,,,,
15/06/2025 16:06:54,539,Embalagem G - 60 - Somente a Base,Embalagem G - 60 - Somente a Base,Embalagens,Sorpan,1,Un,50,,,,
15/06/2025 16:06:54,540,Embalagem G - 62M Preta,Embalagem G - 62M Preta,Embalagens,Cecotti,,CX,150,,,,
15/06/2025 16:06:54,541,Embalagem G - 62M Preta,Embalagem G - 62M Preta,Embalagens,Plaspel,,CX,150,,,,
15/06/2025 16:06:54,542,Embalagem G - 62M Preta,Embalagem G - 62M Preta,Embalagens,Plastripel,,CX,150,,,,
15/06/2025 16:06:54,543,Embalagem G - 62M Preta,Embalagem G - 62M Preta,Embalagens,Sorpan,1,UN,150,,,,
15/06/2025 16:06:54,544,Embalagem G - 62M Preta,Embalagem G - 62M Preta,Embalagens,União,,CX,150,,,,
15/06/2025 16:06:54,545,Embalagem G - 630 - Fatias Bolo,Embalagem G - 630 - Fatias Bolo,Embalagens,Cecotti,,CX,300,,,,
15/06/2025 16:06:54,546,Embalagem G - 630 - Fatias Bolo,Embalagem G - 630 - Fatias Bolo,Embalagens,Casa das Embalagens,,UN,300,,,,
15/06/2025 16:06:54,547,Embalagem G - 630 - Fatias Bolo,Embalagem G - 630 - Fatias Bolo,Embalagens,Plaspel,,Cx,300,,,,
15/06/2025 16:06:54,548,Embalagem G - 630 - Fatias Bolo,Embalagem G - 630 - Fatias Bolo,Embalagens,Plastripel,,CX,300,,,,
15/06/2025 16:06:54,549,Embalagem G - 630 - Fatias Bolo,Embalagem G - 630 - Fatias Bolo,Embalagens,Riberfoods,100,CX,300,,,,
15/06/2025 16:06:54,550,Embalagem G - 630 - Fatias Bolo,Embalagem G - 630 - Fatias Bolo,Embalagens,Sorpan,1,UN,300,,,,
15/06/2025 16:06:54,551,Embalagem G - 630 - Fatias Bolo,Embalagem G - 630 - Fatias Bolo,Embalagens,JB Embalagens,,UN,300,,,,
15/06/2025 16:06:54,552,Embalagem G - 630 - Fatias Bolo,Embalagem G - 630 - Fatias Bolo,Embalagens,União,,CX,150,,,,
15/06/2025 16:06:54,553,Embalagem G - 65M Branca,Embalagem G - 65M Branca,Embalagens,Cecotti,,CX,150,,,,
15/06/2025 16:06:54,554,Embalagem G - 65M Branca,Embalagem G - 65M Branca,Embalagens,Plaspel,,CX,150,,,,
15/06/2025 16:06:54,555,Embalagem G - 65M Branca,Embalagem G - 65M Branca,Embalagens,Plastripel,,CX,150,,,,
15/06/2025 16:06:54,556,Embalagem G - 65M Branca,Embalagem G - 65M Branca,Embalagens,Sorpan,1,CX,150,,,,
15/06/2025 16:06:54,557,Embalagem G - 65M Branca,Embalagem G - 65M Branca,Embalagens,União,,CX,150,,,,
15/06/2025 16:06:54,558,Embalagem G - 670 - Mini Sonho,Embalagem G - 670 - Mini Sonho,Embalagens,Plaspel,360unids,,300,,,,
15/06/2025 16:06:54,559,Embalagem G - 670 - Mini Sonho,Embalagem G - 670 - Mini Sonho,Embalagens,Plastripel,360unids,,300,,,,
15/06/2025 16:06:54,560,Embalagem G - 670 - Mini Sonho,Embalagem G - 670 - Mini Sonho,Embalagens,Sorpan,360unids,,300,,,,
15/06/2025 16:06:54,561,Embalagem G - 670 - Mini Sonho,Embalagem G - 670 - Mini Sonho,Embalagens,União,360unids **CX C/480 UNI.,,300,,,,
15/06/2025 16:06:54,562,Embalagem G - 677 - Copo com Tampa 250 Ml - (Copo da Felicidade),Embalagem G - 677 - Copo com Tampa 250 Ml - (Copo da Felicidade),Embalagens,Plaspel,300,CX,300,,,,
15/06/2025 16:06:54,563,Embalagem G - 677 - Copo com Tampa 250 Ml - (Copo da Felicidade),Embalagem G - 677 - Copo com Tampa 250 Ml - (Copo da Felicidade),Embalagens,Plastripel,,CX,400,,,,
15/06/2025 16:06:54,564,Embalagem G - 677 - Copo com Tampa 250 Ml - (Copo da Felicidade),Embalagem G - 677 - Copo com Tampa 250 Ml - (Copo da Felicidade),Embalagens,Sorpan,400 tampas,CX,400,,,,
15/06/2025 16:06:54,565,Embalagem G - 677 - Copo com Tampa 250 Ml - (Copo da Felicidade),Embalagem G - 677 - Copo com Tampa 250 Ml - (Copo da Felicidade),Embalagens,União,,CX,300,,,,
15/06/2025 16:06:54,566,Embalagem G - 680 - Bombom no pote,Embalagem G - 680 - Bombom no pote,Embalagens,Plaspel,,CX,300,,,,
15/06/2025 16:06:54,567,Embalagem G - 680 - Bombom no pote,Embalagem G - 680 - Bombom no pote,Embalagens,Plastripel,,CX,"300,00",,,,
15/06/2025 16:06:54,568,Embalagem G - 680 - Bombom no pote,Embalagem G - 680 - Bombom no pote,Embalagens,Riberfoods,,CX,"300,00",,,,
15/06/2025 16:06:54,569,Embalagem G - 680 - Bombom no pote,Embalagem G - 680 - Bombom no pote,Embalagens,Sorpan,360unids,,"300,00",,,,
15/06/2025 16:06:54,570,Embalagem G - 690 - Cup Cake,Embalagem G - 690 - Cup Cake,Embalagens,Plaspel,,CX,1,,,,
15/06/2025 16:06:54,571,Embalagem G - 690 - Cup Cake,Embalagem G - 690 - Cup Cake,Embalagens,Plastripel,,CX,1,,,,
15/06/2025 16:06:54,572,Embalagem G - 690 - Cup Cake,Embalagem G - 690 - Cup Cake,Embalagens,Sorpan,1,CX,300,,,,
15/06/2025 16:06:54,573,Embalagem G - 690 - Cup Cake,Embalagem G - 690 - Cup Cake,Embalagens,União,,CX,300,,,,
15/06/2025 16:06:54,574,Embalagem G - 70 - Torta quadrada,Embalagem G - 70 - Torta quadrada,Embalagens,Cecotti,,CX,20,,,,
15/06/2025 16:06:54,575,Embalagem G - 70 - Torta quadrada,Embalagem G - 70 - Torta quadrada,Embalagens,Plaspel,,CX,"20,00",,,,
15/06/2025 16:06:54,576,Embalagem G - 70 - Torta quadrada,Embalagem G - 70 - Torta quadrada,Embalagens,Plastripel,,CX,20,,,,
15/06/2025 16:06:54,577,Embalagem G - 70 - Torta quadrada,Embalagem G - 70 - Torta quadrada,Embalagens,Riberfoods,100,CX,20,,,,
15/06/2025 16:06:54,578,Embalagem G - 70 - Torta quadrada,Embalagem G - 70 - Torta quadrada,Embalagens,Sorpan,20 unds,CX,20,,,,
15/06/2025 16:06:54,579,Embalagem G - 880 - Tampa Copo da Felicidade (330ml),Embalagem G - 880 - Tampa Copo da Felicidade (330ml),Embalagens,Plaspel,240,CX,"1.000,00",,,,
15/06/2025 16:06:54,580,Embalagem G - 880 - Tampa Copo da Felicidade (330ml),Embalagem G - 880 - Tampa Copo da Felicidade (330ml),Embalagens,Plastripel,,CX,"1.000,00",,,,
15/06/2025 16:06:54,581,Embalagem G - 880 - Tampa Copo da Felicidade (330ml),Embalagem G - 880 - Tampa Copo da Felicidade (330ml),Embalagens,Riberfoods,100,CX,"1.000,00",,,,
15/06/2025 16:06:54,582,Embalagem G - 880 - Tampa Copo da Felicidade (330ml),Embalagem G - 880 - Tampa Copo da Felicidade (330ml),Embalagens,União,240,CX,,,,,
15/06/2025 16:06:54,583,Embalagem G - 90 - Bolo Invertido,Embalagem G - 90 - Bolo Invertido,Embalagens,Plaspel,1x10,CX,200,,,,
15/06/2025 16:06:54,584,Embalagem G - 90 - Bolo Invertido,Embalagem G - 90 - Bolo Invertido,Embalagens,Plastripel,,CX,200,,,,
15/06/2025 16:06:54,585,Embalagem G - 90 - Bolo Invertido,Embalagem G - 90 - Bolo Invertido,Embalagens,Sorpan,1,1,200,,,,
15/06/2025 16:06:54,586,Embalagem G - 90 - Bolo Invertido,Embalagem G - 90 - Bolo Invertido,Embalagens,União,240,CX,10,,,,
15/06/2025 16:06:54,587,Embalagem GO - 910,Embalagem GO - 910,Embalagens,União,1000,CX,"1.000,00",,,,
15/06/2025 16:06:54,588,Embalagem Para Temaki,Embalagem Para Temaki,Sushi,Dellys,20L,UN,20,,,,
15/06/2025 16:06:54,589,Embalagem Para Temaki,Embalagem Para Temaki,Sushi,Tomodachi,20L,UN,200,,,,
15/06/2025 16:06:54,591,Emulsificante *Biscocren/Anopan/Zarpan*,Emulsificante *Biscocren/Anopan/Zarpan*,Panificação,Sorpan,5 LITROS,UN,5,,,,
15/06/2025 16:06:54,592,Enegetico Burn 1L,Enegetico Burn 1L,Bebidas,Uberlandia Refrescos,4,Fardo,,,,,
15/06/2025 16:06:54,593,Enegetico Burn 260ml,Enegetico Burn 260ml,Bebidas,Uberlandia Refrescos,-,Fardo,,,,,
15/06/2025 16:06:54,594,Energetico Absolutely Zero (Preto com Prata) 473ml,Energetico Absolutely Zero (Preto com Prata) 473ml,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,595,Energetico Dragon Ice 473ml,Energetico Dragon Ice 473ml,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,596,Energetico Dragon Peach (Pessego),Energetico Dragon Peach (Pessego),Bebidas,Uberlandia Refrescos,,Fardo,6,,,,
15/06/2025 16:06:54,597,Energetico Fusion 1L,Energetico Fusion 1L,Bebidas,Ambev,6,Fardo,,,,,
15/06/2025 16:06:54,598,Energetico Fusion 2L,Energetico Fusion 2L,Bebidas,Ambev,6,Fardo,,,,,
15/06/2025 16:06:54,599,Energetico Green (Tradicional) 473ml,Energetico Green (Tradicional) 473ml,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,600,Energetico Green Zero Sugar trad. 473ml,Energetico Green Zero Sugar trad. 473ml,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,601,Energetico Khaotic (Laranja) 473ml,Energetico Khaotic (Laranja) 473ml,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,602,Energetico Mango Loco (Manga) 473ml,Energetico Mango Loco (Manga) 473ml,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,603,Energetico Pacific Punch (Cereja),Energetico Pacific Punch (Cereja),Bebidas,Uberlandia Refrescos,,Fardo,6,,,,
15/06/2025 16:06:54,604,Energetico Paradise (Maça Verde) 473ml,Energetico Paradise (Maça Verde) 473ml,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,605,Energetico Pipeline ( Goiaba ),Energetico Pipeline ( Goiaba ),Bebidas,Uberlandia Refrescos,,Fardo,6,,,,
15/06/2025 16:06:54,606,Energetico RedBull Melancia,Energetico RedBull Melancia,Bebidas,Ambev,4,Fardo,,,,,
15/06/2025 16:06:54,607,Energetico RedBull s/ acucar 250ml,Energetico RedBull s/ acucar,Bebidas,Ambev,4,Fardo,4,,,,
15/06/2025 16:06:54,608,Energetico RedBull Tradicional 250ml,Energetico RedBull Tradicional 250ml,Bebidas,Ambev,4,Fardo,4,,,,
15/06/2025 16:06:54,609,Energetico RedBull Tropical,Energetico RedBull Tropical,Bebidas,Ambev,4,Fardo,,,,,
15/06/2025 16:06:54,610,Energetico Reign Lemon,Energetico Reign Lemon,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,611,Energetico Reign Mango Matic,Energetico Reign Mango Matic,Bebidas,Uberlandia Refrescos,,Fardo,6,,,,
15/06/2025 16:06:54,612,Energetico Reign Melon,Energetico Reign Melon,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,613,Energetico Reign Orang,Energetico Reign Orang,Bebidas,Uberlandia Refrescos,,Fardo,6,,,,
15/06/2025 16:06:54,614,Energetico Ultra (Branco) 473ml,Energetico Ultra (Branco) 473ml,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,615,Energetico Ultra Violet (Uva) 473ml,Energetico Ultra Violet (Uva) 473ml,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,616,Energetico Vulcano 710Ml,Energetico Vulcano 710Ml,Bebidas,Mineiro,6,Fardo,,,,,
15/06/2025 16:06:54,617,Energetico Wattermellow (Melancia) 473ml,Energetico Wattermellow (Melancia) 473ml,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,619,Erva Doce,Erva Doce,Panificação,Cecotti,500gr,UN,1,,,,
15/06/2025 16:06:54,620,Erva Doce,Erva Doce,Panificação,Coppa,1Kg,UN,1,,,,
15/06/2025 16:06:54,621,Erva Doce,Erva Doce,Panificação,Sorpan,500gr,,"0,5",,,,
15/06/2025 16:06:54,622,Esponja de Limpeza  Amarela.,Esponja de Limpeza Amarela,Limpeza,F Martins,,PC,4,,,,
15/06/2025 16:06:54,623,Esponja de Limpeza Amarela,Esponja de Limpeza Amarela,Limpeza,MegaMix,1,UN,1,,,,
15/06/2025 16:06:54,624,Esponja de Limpeza Metalica *Limpanol*,Esponja de Limpeza Metalica *Limpanol*,Limpeza,F Martins,1X10,UN,1,,,,
15/06/2025 16:06:54,625,Esponja de Limpeza Metalica *Limpanol*,Esponja de Limpeza Metalica *Limpanol*,Limpeza,MegaMix,,UN,1,,,,
15/06/2025 16:06:54,627,Essência De Baunilha *Broemme*,Essência De Baunilha *Broemme*,Panificação,Cecotti,1L,UN,1,,,,
15/06/2025 16:06:54,628,Essência De Baunilha *Broemme*,Essência De Baunilha *Broemme*,Panificação,Coppa,"0,96G",UN,"0,96",,,,
15/06/2025 16:06:54,629,Essência De Baunilha *Broemme*,Essência De Baunilha *Broemme*,Panificação,MixPan,,,,,,,
15/06/2025 16:06:54,630,Essência De Baunilha *Broemme*,Essência De Baunilha *Broemme*,Panificação,Riberfoods,1L,UN,2,,,,
15/06/2025 16:06:54,632,Essência de Baunilha Branca,Essência de Baunilha Branca,Confeitaria,Cecotti,,,1,,,,
15/06/2025 16:06:54,633,Essência de Baunilha Branca,Essência de Baunilha Branca,Confeitaria,RiberFoods,,,1,,,,
15/06/2025 16:06:54,634,Essência de Baunilha Branca,Essência de Baunilha Branca,Confeitaria,Sorpan,1litro,Un,1,,,,
15/06/2025 16:06:54,636,Essência De Coco *Broemme*,Essência De Coco *Broemme*,Panificação,Cecotti,,,1,,,,
15/06/2025 16:06:54,637,Essência De Coco *Broemme*,Essência De Coco *Broemme*,Panificação,Coppa,5KG,UN,5,,,,
15/06/2025 16:06:54,638,Essência De Coco *mixpan*,Essência De Coco *Broemme*,Panificação,MixPan,1L,UN,1,,,,
15/06/2025 16:06:54,639,Essência De Coco *Broemme*,Essência De Coco *Broemme*,Panificação,Riberfoods,5KG,UN,5,,,,
15/06/2025 16:06:54,641,Essência De Laranja *Broemme* 1L,Essência De Laranja *Broemme* 1L,Panificação,Cecotti,1L,UN,1,,,,
15/06/2025 16:06:54,642,Essência De Laranja *Broemme* 1L,Essência De Laranja *Broemme* 1L,Panificação,Coppa,5KG,UN,1,,,,
15/06/2025 16:06:54,643,Essência De Laranja *Broemme* 1L,Essência De Laranja *Broemme* 1L,Panificação,MixPan,1L,UN,1,,,,
15/06/2025 16:06:54,644,Essência De Laranja *Broemme* 1L,Essência De Laranja *Broemme* 1L,Panificação,Riberfoods,,,1,,,,
15/06/2025 16:06:54,646,Estabilizante *Glintex*,Estabilizante *Glintex*,Panificação,Coppa,5KG,UN,5,,,,
15/06/2025 16:06:54,647,Estabilizante *Glintex*,Estabilizante *Glintex*,Panificação,MixPan,1kg,Un,1,,,,
15/06/2025 16:06:54,648,Extrato de Tomate *Elefante* TP,Extrato de Tomate *Elefante*,Cozinha,Bernardão,1KG,UN,1,,,,
15/06/2025 16:06:54,649,Extrato de Tomate *Elefante*,Extrato de Tomate *Elefante*,Cozinha,Cecotti,1kg,UN,1,,,,
15/06/2025 16:06:54,650,Extrato de Tomate *Elefante*,Extrato de Tomate *Elefante*,Cozinha,MartMinas,1KG,UN,"1,7",,,,
15/06/2025 16:06:54,651,Extrato de Tomate *Elefante*,Extrato de Tomate *Elefante*,Cozinha,Riberfoods,850g,UN,850,,,,
15/06/2025 16:06:54,652,Fanta Guarana 220ml,Fanta Guarana 220ml,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,653,Fanta Guarana 310ml,Fanta Guarana 310ml,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,654,Fanta Laranja 1L,Fanta Laranja 1L,Bebidas,Uberlandia Refrescos,12,Fardo,12,,,,
15/06/2025 16:06:54,655,Fanta Laranja 200ml,Fanta Laranja 200ml,Bebidas,Uberlandia Refrescos,12,Fardo,12,,,,
15/06/2025 16:06:54,656,Fanta Laranja 220ml,Fanta Laranja 220ml,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,657,Fanta Laranja 2L,Fanta Laranja 2L,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,658,Fanta Laranja 310ml,Fanta Laranja 310ml,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,659,Fanta Laranja 600ml,Fanta Laranja 600ml,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,660,Fanta Uva 220ml,Fanta Uva 220ml,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,661,Fanta Uva 2L,Fanta Uva 2L,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,662,Fanta Uva 310ml,Fanta Uva 310ml,Bebidas,Uberlandia Refrescos,6,Fardo,6,,,,
15/06/2025 16:06:54,664,Farinha de Trigo *0000*,Farinha de Trigo *0000*,Panificação,Bunge,25KG,UN,25,,,,
15/06/2025 16:06:54,665,Farinha de Trigo *0000*,Farinha de Trigo *0000*,Panificação,Cecotti,25KG,UN,25,,,,
15/06/2025 16:06:54,666,Farinha de Trigo lunar premium,Farinha de Trigo *0000*,Panificação,F Martins,25KG,UN,25,,,,
15/06/2025 16:06:54,667,Farinha de Trigo *0000* (Viviana),Farinha de Trigo *0000*,Panificação,MixPan,25KG,UN,25,,,,
15/06/2025 16:06:54,668,Farinha de Trigo *0000*,Farinha de Trigo *0000*,Panificação,Riberfoods,25KG,UN,1,,,,
15/06/2025 16:06:54,669,Farinha de Trigo *0000*,Farinha de Trigo *0000*,Panificação,Sorpan,25KG,UN,25,,,,
15/06/2025 16:06:54,671,Farinha de Trigo *Alvear* kg,Farinha de Trigo *Alvear*,Panificação,Dellys,25KG,UN,25,,,,
15/06/2025 16:06:54,672,Farinha Panko Crocante,Farinha Panko Crocante,Sushi,Dellys,1KG,UN,1,,,,
15/06/2025 16:06:54,673,Farinha Panko Crocante,Farinha Panko Crocante,Sushi,Tomodachi,1KG,UN,1,,,,
15/06/2025 16:06:54,675,Fécula de Mandioca Amafil Tipo 1,Fécula de Mandioca Amafil Tipo 1,Panificação,Cecotti,25Kg,UN,25,,,,
15/06/2025 16:06:54,676,Fécula de Mandioca Amafil Tipo 1,Fécula de Mandioca Amafil Tipo 1,Panificação,F Martins,25Kg,UN,25,,,,
